index,EC,reaction,smiles,fully_covered
7462,5.5.1.29,geranylgeranyl diphosphate = (+)-kolavenyl diphosphate ,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C = C[C@H]1CC[C@]2([C@H]([C@]1(C)CC/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])/C)CCC=C2C)C,1
7463,5.5.1.3,Tetrahydroxypteridine = xanthine-8-carboxylate ,C12=C(NC(=O)C(=O)N1)NC(=O)NC2=O = C12=C(NC(=O)NC1=O)N=C(N2)C(=O)[O-],1
7464,5.5.1.30,"geranylgeranyl diphosphate = (13E)-labda-7,13-dien-15-yl diphosphate ",CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C = CC1=CC[C@@H]2[C@@]([C@H]1CC/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])/C)(CCCC2(C)C)C,1
7465,5.5.1.31,3-geranyl-3-[(Z)-2-isocyanoethenyl]-1H-indole = hapalindole H ,CC(=CCC/C(=C/CC1(C=NC2=CC=CC=C21)/C=C\[N+]#[C-])/C)C = C[C@@]1(CC[C@@H]2[C@@H]([C@H]1[N+]#[C-])C3=CNC4=CC=CC(=C43)C2(C)C)C=C,1
7466,5.5.1.32,3-geranyl-3-[(Z)-2-isocyanoethenyl]-1H-indole = 12-epi-hapalindole U ,CC(=CCC/C(=C/CC1(C=NC2=CC=CC=C21)/C=C\[N+]#[C-])/C)C = C[C@]1(CC[C@H]2[C@H]([C@H]1[N+]#[C-])C3=CNC4=CC=CC(=C43)C2(C)C)C=C,1
7467,5.5.1.33,3-geranyl-3-[(Z)-2-isocyanoethenyl]-1H-indole = 12-epi-fischerindole U ,CC(=CCC/C(=C/CC1(C=NC2=CC=CC=C21)/C=C\[N+]#[C-])/C)C = C[C@]1(CC[C@H]2[C@H]([C@H]1[N+]#[C-])C3=C(C2(C)C)NC4=CC=CC=C43)C=C,1
7468,5.5.1.34,"(S)-8-oxocitronellyl enol = (+)-cis,trans-nepetalactol ",C[C@@H](CC/C=C(\C)/C=O)/C=C/O = C[C@H]1CC[C@H]2[C@@H]1C(OC=C2C)O,1
7469,5.5.1.35,"(S)-8-oxocitronellyl enol = (+)-cis,cis-nepetalactol ",C[C@@H](CC/C=C(\C)/C=O)/C=C/O = C[C@H]1CC[C@@H]2[C@H]1C(OC=C2C)O,1
7470,5.5.1.4,D-glucose 6-phosphate = 1D-myo-inositol 3-phosphate,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)OP(=O)(O)O = [C@H]1([C@@H](C([C@H]([C@@H](C1O)O)O)OP(=O)(O)O)O)O,1
7471,5.5.1.4,D-glucose 6-phosphate = L-myo-inositol 1-phosphate,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)OP(=O)(O)O = [C@H]1([C@@H](C([C@H]([C@@H](C1O)O)O)OP(=O)(O)O)O)O,1
7472,5.5.1.5,"3-carboxy-2,5-dihydro-5-oxofuran-2-acetate = 3-carboxy-cis,cis-muconate ", = C(=C\C(=O)[O-])\C(=C/C(=O)[O-])\C(=O)[O-],0
7474,5.5.1.7,"(2R)-2-chloro-2,5-dihydro-5-oxofuran-2-acetate =  3-chloro-cis,cis-muconate",C1=C[C@@](OC1=O)(CC(=O)[O-])Cl = C(=C\C(=O)[O-])\C(=C/C(=O)[O-])\Cl,1
7475,5.5.1.8,geranyl diphosphate = (+)-bornyl diphosphate,CC(=CCC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)C = C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2OP(=O)(O)OP(=O)(O)O,1
7476,5.5.1.9,Cycloeucalenol = obtusifoliol,C[C@H]1[C@@H]2CC[C@H]3[C@@]4(CC[C@@H]([C@]4(CC[C@@]35[C@@]2(C5)CC[C@@H]1O)C)[C@H](C)CCC(=C)C(C)C)C = C[C@H]1[C@@H]2CCC3=C([C@]2(CC[C@@H]1O)C)CC[C@]4([C@]3(CC[C@@H]4[C@H](C)CCC(=C)C(C)C)C)C,1
7477,5.6.1.1,n ATP + n H2O + a microtubule = n ADP + n phosphate + (n+1) alpha/beta  tubulin heterodimers,n C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + n O = n C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N + n [O-]P(=O)([O-])[O-],0
7478,5.6.1.2,ATP + H2O + a dynein associated with a microtubule at position n = ADP  + phosphate + a dynein associated with a microtubule at position n-1  (toward the minus end),C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N + [O-]P(=O)([O-])[O-],0
7479,5.6.1.3,ATP + H2O + a kinesin associated with a microtubule at position n = ADP  + phosphate a kinesin associated with a microtubule at position n+1  (toward the plus end) ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N,0
7480,5.6.1.4,ATP + H2O + a kinesin associated with a microtubule at position n = ADP  + phosphate + a kinesin associated with a microtubule at position n-1  (toward the minus end),C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N + [O-]P(=O)([O-])[O-],0
7481,5.6.1.5,ATP + H2O + polypeptide = ADP + phosphate + unfolded polypeptide ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N + [O-]P(=O)([O-])[O-],0
7482,5.6.1.6,ATP + H2O + closed Cl- channel = ADP + phosphate + open Cl- channel ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N + [O-]P(=O)([O-])[O-],0
7483,5.6.1.7,ATP + H2O + a folded polypeptide = ADP + phosphate + an unfolded  polypeptide,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N + [O-]P(=O)([O-])[O-],0
7484,5.6.1.8,ATP + H2O + myosin bound to actin filament at position n = ADP +  phosphate + myosin bound to actin filament at position n+1,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N + [O-]P(=O)([O-])[O-],0
7485,5.6.1.9,2 ATP + a reduced flavodoxin + an inactive (R)-2-hydroxyacyl-CoA  dehydratase + 2 H2O = 2 ADP + 2 phosphate + a flavodoxin semiquinone +  an active (R)-2-hydroxyacyl-CoA dehydratase ,2 C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + 2 O = 2 C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N + 2 [O-]P(=O)([O-])[O-],0
7490,5.99.1.1,Benzyl isothiocyanate = benzyl thiocyanate ,C1=CC=C(C=C1)CN=C=S = C1=CC=C(C=C1)CSC#N,1
7491,5.99.1.4,2-hydroxy-2H-chromene-2-carboxylate =  (3E)-4-(2-hydroxyphenyl)-2-oxobut-3-enoate ,C1=CC=C2C(=C1)C=CC(O2)(C(=O)O)O = C1=CC=C(C(=C1)/C=C/C(=O)C(=O)O)[O-],1
7492,6.1.1.1,ATP + L-tyrosine + tRNATyr = AMP + diphosphate + L-tyrosyl-tRNATyr ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C1=CC(=CC=C1C[C@@H](C(=O)O)N)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7493,6.1.1.10,ATP + L-methionine + tRNAMet = AMP + diphosphate + L-methionyl-tRNAMet ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + CSCC[C@@H](C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7494,6.1.1.11,ATP + L-serine + tRNASer = AMP + diphosphate + L-seryl-tRNASer,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C([C@@H](C(=O)O)N)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7495,6.1.1.12,ATP + L-aspartate + tRNAAsp = AMP + diphosphate + L-aspartyl-tRNAAsp ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C([C@@H](C(=O)O)N)C(=O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7496,6.1.1.13,ATP + D-alanine + poly(ribitol phosphate) = AMP + diphosphate +  O-D-alanyl-poly(ribitol phosphate) ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C[C@H](C(=O)O)N + C([C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7497,6.1.1.14,ATP + glycine + tRNAGly = AMP + diphosphate + glycyl-tRNAGly,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C(C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7498,6.1.1.15,ATP + L-proline + tRNAPro = AMP + diphosphate + L-prolyl-tRNAPro,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C1C[C@H](NC1)C(=O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7499,6.1.1.16,ATP + L-cysteine + tRNACys = AMP + diphosphate + L-cysteinyl-tRNACys ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C([C@@H](C(=O)O)N)S = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7500,6.1.1.17,ATP + L-glutamate + tRNAGlu = AMP + diphosphate + L-glutamyl-tRNAGlu ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C(CC(=O)O)[C@@H](C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7501,6.1.1.18,ATP + L-glutamine + tRNAGln = AMP + diphosphate + L-glutaminyl-tRNAGln ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C(CC(=O)N)[C@@H](C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7502,6.1.1.19,ATP + L-arginine + tRNAArg = AMP + diphosphate + L-arginyl-tRNAArg,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C(C[C@@H](C(=O)O)N)CN=C(N)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7503,6.1.1.2,ATP + L-tryptophan + tRNATrp = AMP + diphosphate + L-tryptophyl-tRNATrp ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7504,6.1.1.20,ATP + L-phenylalanine + tRNAPhe = AMP + diphosphate +  L-phenylalanyl-tRNAPhe,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C1=CC=C(C=C1)C[C@@H](C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7505,6.1.1.21,ATP + L-histidine + tRNAHis = AMP + diphosphate + L-histidyl-tRNAHis ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C1=C(NC=N1)C[C@@H](C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7506,6.1.1.22,ATP + L-asparagine + tRNAAsn = AMP + diphosphate +  L-asparaginyl-tRNAAsn,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C([C@@H](C(=O)O)N)C(=O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7507,6.1.1.23,ATP + L-aspartate + tRNAAsx = AMP + diphosphate + L-aspartyl-tRNAAsx ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C([C@@H](C(=O)O)N)C(=O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7508,6.1.1.24,ATP + L-glutamate + tRNAGlx = AMP + diphosphate + glutamyl-tRNAGlx,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C(CC(=O)O)[C@@H](C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7509,6.1.1.24,ATP + L-glutamate + tRNAGlx = AMP + diphosphate + L-glutamyl-tRNAGlx ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C(CC(=O)O)[C@@H](C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7510,6.1.1.26,ATP + L-pyrrolysine + tRNAPyl = AMP + diphosphate + L-pyrrolysyl-tRNAPyl ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C[C@@H]1CC=N[C@H]1C(=O)NCCCC[C@@H](C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7511,6.1.1.27,ATP + O-phospho-L-serine + tRNACys = AMP + diphosphate +  O-phospho-L-seryl-tRNACys,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C([C@@H](C(=O)O)N)OP(=O)(O)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7512,6.1.1.3,ATP + L-threonine + tRNAThr = AMP + diphosphate + L-threonyl-tRNAThr ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C[C@H]([C@@H](C(=O)O)N)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7513,6.1.1.4,ATP + L-leucine + tRNALeu = AMP + diphosphate + L-leucyl-tRNALeu,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + CC(C)C[C@@H](C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7514,6.1.1.5,ATP + L-isoleucine + tRNAIle = AMP + diphosphate + L-isoleucyl-tRNAIle ,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + CC[C@H](C)[C@@H](C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7515,6.1.1.6,ATP + L-lysine + tRNALys = AMP + diphosphate + L-lysyl-tRNALys,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C(CCN)C[C@@H](C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7516,6.1.1.7,ATP + L-alanine + tRNAAla = AMP + diphosphate + L-alanyl-tRNAAla,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + C[C@@H](C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7517,6.1.1.9,ATP + L-valine + tRNAVal = AMP + diphosphate + L-valyl-tRNAVal,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + CC(C)[C@@H](C(=O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7518,6.1.2.1,D-alanine + (R)-lactate + ATP = D-alanyl-(R)-lactate + ADP + phosphate ,C[C@H](C(=O)O)N + C[C@H](C(=O)O)O + C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N = C[C@H](C(=O)O[C@H](C)C(=O)O)N + C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N + [O-]P(=O)([O-])[O-],1
7519,6.1.2.2,carbamoyl phosphate + ATP + H2O = diphosphate + O-carbamoyladenylate +  phosphate,C(=O)(N)OP(=O)(O)O + C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OC(=O)N)O)O)N + [O-]P(=O)([O-])[O-],0
7520,6.1.2.2,O-carbamoyladenylate + tobramycin = AMP + nebramycin 5',C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OC(=O)N)O)O)N + C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N + C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)N)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N,1
7521,6.1.2.2,O-carbamoyladenylate + kanamycin A = AMP + 6''-O-carbamoylkanamycin A,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OC(=O)N)O)O)N + C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N + C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)N)O)N)O)N,1
7522,6.1.2.2,tobramycin + carbamoyl phosphate + ATP + H2O = nebramycin 5' + AMP +  diphosphate + phosphate,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N + C(=O)(N)OP(=O)(O)O + C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + O = C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)N)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N + C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N + [O-]P(=O)([O-])[O-],0
7523,6.1.2.2,kanamycin A + carbamoyl phosphate + ATP + H2O =  6''-O-carbamoylkanamycin A + AMP + diphosphate + phosphate ,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N + C(=O)(N)OP(=O)(O)O + C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + O = C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)N)O)N)O)N + C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N + [O-]P(=O)([O-])[O-],0
7524,6.1.3.1,"ATP + a (2R,3S)-2-alkyl-3-hydroxyalkanoate = AMP + diphosphate + a  cis-3-alkyl-4-alkyloxetan-2-one ",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,0
7525,6.2.1.1,ATP + acetate + CoA = AMP + diphosphate + acetyl-CoA,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N + CC(=O)[O-] + CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O = C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N + CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,0
7526,6.2.1.10,GTP + a carboxylate + CoA = GDP + phosphate + acyl-CoA ,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N + CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O = C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N + [O-]P(=O)([O-])[O-],0
